Код,id,торги,результаты,адрес,старт_цена,ИНН,фз,об_закупки,реестр_недобр_постав,общ_треб
13377,Закупка №0334200040317000057 rss,"433 000,00|383 872,00|329 000,00|388 800,00|382 872,00|460 646,40|334 900,00|374 275,00|333 800,00|354 453,00|400 000,00|",||Победитель||||||Лучшее предложение о цене контракта после победителя|||,"Российская Федерация, 664022, Иркутская обл, Иркутск г, Б-Р ГАГАРИНА, ДОМ 4","479 840,00 Российский рубль",3811033806,44,"Текущий.ремонт.помещений.2-го.этажа.здания.ГБУЗ.ИОБСМЭ,.расположенного.по.адресу:.г..Иркутск,.ул..Курортная,1",,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1.1 Статьи 31 Федерального закона № 44-ФЗ) Участники, в течение 2 лет до подачи заявки – не должны привлекаться к административной ответственности за совершение административного правонарушения предусмотренного по ст. 19.28 КоАП РФ Отсутствие у участника закупки - физического лица либо у руководителя, членов коллегиального исполнительного органа или главного бухгалтера юридического лица - участника закупки судимости за преступления в сфере экономики, а также по ст. 289,290.291,291.1 УК РФ Участник не должен являться оффшорной компанией"
13378,Закупка №0334200040317000058 rss,"100 480,00|109 000,00|100 480,00|120 576,00|87 900,00|88 800,00|321 898,00|105 500,00|",||||Победитель|Лучшее предложение о цене контракта после победителя|-||,"Российская Федерация, 664022, Иркутская обл, Иркутск г, Б-Р ГАГАРИНА, ДОМ 4","125 600,00 Российский рубль",3811033806,44,"Выполнение.работ.по.текущему.ремонту.коридора.2.этажа.здания.ГБУЗ.ИОБСМЭ,.расположенного.по.адресу:.Иркутская.область,.г..Иркутск,.ул..Курортная,1",,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ)
13379,Закупка №0334200040317000059 rss,"275 069,00|238 000,00|239 190,00|198 000,00|242 000,00|268 000,00|295 000,00|238 190,00|229 000,00|208 900,00|263 109,00|269 089,20|242 000,00|245 170,00|215 000,00|208 000,00|196 000,00|",|||Лучшее предложение о цене контракта после победителя|||||||||||||Победитель|,"Российская Федерация, 664022, Иркутская обл, Иркутск г, Б-Р ГАГАРИНА, ДОМ 4","298 988,00 Российский рубль",3811033806,44,Работы.по.текущему.ремонту.в.здании.Резерва.каб.бухгалтерии,,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ)
13380,Закупка №0334200040317000061 rss,"269 450,00|253 838,00|198 000,00|257 000,00|285 000,00|252 838,00|221 900,00|285 568,20|259 000,00|260 184,00|250 000,00|219 000,00|206 000,00|",||Победитель||||||||||Лучшее предложение о цене контракта после победителя|,"Российская Федерация, 664022, Иркутская обл, Иркутск г, Б-Р ГАГАРИНА, ДОМ 4","317 298,00 Российский рубль",3811033806,44,Работы.по.текущему.ремонту.в.здании.Резерва.каб.отдела.кадров,,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ)
13382,Закупка №0334300007717000005 rss,"470 520,00|481 878,00|481 028,50|49 000,00|345 290,00|512 890,00|",Победитель|-|-|Лучшее предложение о цене контракта после победителя|-|-|,"Российская Федерация, 664007, Иркутская обл, Иркутск г, УЛ ФРИДРИХА ЭНГЕЛЬСА, 21","498 049,29 Российский рубль",3808062853,44,"16.10.21.111.-.Доска.обрезная.(40х150.),.1.сорт,.сосна,.длина.4000.мм;.23.99.19.111.-.Гидрофобизированная.теплозвукоизоляционная.плита..(1000х500х50);.25.93.14.111.-.Гвоздь.100.мм",,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ
13383,Закупка №0334300007717000006 rss,"318 900,00|331 740,00|341 000,00|345 290,00|367 885,00|350 558,00|353 000,00|",-|-|-|Победитель|Лучшее предложение о цене контракта после победителя|-|-|,"Российская Федерация, 664007, Иркутская обл, Иркутск г, УЛ ФРИДРИХА ЭНГЕЛЬСА, 21","356 672,89 Российский рубль",3808062853,44,"19.20.42.124.-.Гидроизоляция.праймер.битумный..(1.евро.ведро-18л.);.23.99.12.110.-.Пароизоляция.Изоспан.класс.В(1,6*43,75);.23.99.19.111.-.Гидрофобизированная.теплозвукоизоляционная.плита..(1000х500х50)",,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ
13384,Закупка №0334300041417000168 rss,"128 000,00|225 037,00|90 000,00|170 101,00|119 100,77|",||Победитель||Лучшее предложение о цене контракта после победителя|,Дополнительная информация,"347 146,56 Российский рубль",3821014785,44,&nbsp;Строительный.контроль.по.капитальному.ремонту.магистрального.водопровода.Шелехов-Чистые.Ключи,,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ
13392,Закупка №0334300209017000011 rss,"301 400,00|281 500,00|",Лучшее предложение о цене контракта после победителя|Победитель|,"Российская Федерация, 664019, Иркутская обл, Иркутск г, УЛ ЛЕНСКАЯ, 2/А","309 233,30 Российский рубль",3809024530,44,"Устройства.периферийные.с.двумя.или.более.функциями:.печать.данных,.копирование,.сканирование,.прием.и.передача.факсимильных.сообщений",,1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) 2 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ)
13395,Закупка №0335100004117000083 rss,"244 000,00|200 000,00|250 660,00|170 000,00|",|Лучшее предложение о цене контракта после победителя||Победитель|,"Российская Федерация, 236040, Калининградская обл, Калининград г, ул ПРОФЕССОРА СЕВАСТЬЯНОВА, ДОМ 3/5","250 660,00 Российский рубль",7709827266,44,Разработка.проектов.экологической.документации.-.проект.разработки.месторождения.подземных.вод.МАПП.Мамоново.(Гжехотки),,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам закупки установлены в файле ИЗВЕЩЕНИЕ, в том числе: в соответствии с пунктом 30 части 1 статьи 12 Федерального закона от 04.05.2011 N 99-ФЗ О лицензировании отдельных видов деятельности исполнитель обязан иметь лицензию на осуществление деятельности по сбору, транспортированию, обработке, утилизации, обезвреживанию, размещению отходов I - IV классов опасности (по виду деятельности на сбор отходов IV классов опасности, транспортирование отходов IV классов опасности). 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Заказчиком установлено требование в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ об отсутствии в реестре недобросовестных поставщиков (подрядчиков, исполнителей) информации об участнике закупки, в том числе информации об учредителях, о членах коллегиального исполнительного органа, лице, исполняющем функции единоличного исполнительного органа участника закупки - юридического лица."
13396,Закупка №0335100004117000085 rss,"139 000,00|110 000,00|142 000,00|",Лучшее предложение о цене контракта после победителя|Победитель||,"Российская Федерация, 236040, Калининградская обл, Калининград г, ул ПРОФЕССОРА СЕВАСТЬЯНОВА, ДОМ 3/5","142 000,00 Российский рубль",7709827266,44,Разработка.проектов.экологической.документации.-.проект.санитарных.зон.охраны.водозаборных.скважин.МАПП.Мамоново.(Гроново),,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам закупки установлены в файле ИЗВЕЩЕНИЕ, в том числе: в соответствии с пунктом 30 части 1 статьи 12 Федерального закона от 04.05.2011 N 99-ФЗ О лицензировании отдельных видов деятельности исполнитель обязан иметь лицензию на осуществление деятельности по сбору, транспортированию, обработке, утилизации, обезвреживанию, размещению отходов I - IV классов опасности (по виду деятельности на сбор отходов IV классов опасности, транспортирование отходов IV классов опасности). 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Заказчиком установлено требование в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ об отсутствии в реестре недобросовестных поставщиков (подрядчиков, исполнителей) информации об участнике закупки, в том числе информации об учредителях, о членах коллегиального исполнительного органа, лице, исполняющем функции единоличного исполнительного органа участника закупки - юридического лица."
13397,Закупка №0335100004117000089 rss,"139 000,00|142 000,00|",Победитель|Лучшее предложение о цене контракта после победителя|,"Российская Федерация, 236040, Калининградская обл, Калининград г, ул ПРОФЕССОРА СЕВАСТЬЯНОВА, ДОМ 3/5","142 000,00 Российский рубль",7709827266,44,Разработка.проектов.экологической.документации.-.проект.санитарных.зон.охраны.водозаборных.скважин.МАПП.Морское,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам закупки установлены в файле ИЗВЕЩЕНИЕ, в том числе: в соответствии с пунктом 30 части 1 статьи 12 Федерального закона от 04.05.2011 N 99-ФЗ О лицензировании отдельных видов деятельности исполнитель обязан иметь лицензию на осуществление деятельности по сбору, транспортированию, обработке, утилизации, обезвреживанию, размещению отходов I - IV классов опасности (по виду деятельности на сбор отходов IV классов опасности, транспортирование отходов IV классов опасности). 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Заказчиком установлено требование в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ об отсутствии в реестре недобросовестных поставщиков (подрядчиков, исполнителей) информации об участнике закупки, в том числе информации об учредителях, о членах коллегиального исполнительного органа, лице, исполняющем функции единоличного исполнительного органа участника закупки - юридического лица."
13398,Закупка №0335100004117000093 rss,"59 000,00|16 438,80|",Лучшее предложение о цене контракта после победителя|Победитель|,"Российская Федерация, 236040, Калининградская обл, Калининград г, ул ПРОФЕССОРА СЕВАСТЬЯНОВА, ДОМ 3/5","85 120,00 Российский рубль",7709827266,44,Оказание.услуг.по.вывозу.и.утилизации.ТБО.для.нужд.Калининградского.филиала.ФГКУ.Росгранстрой,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам закупки установлены в файле ИЗВЕЩЕНИЕ, в том числе: в соответствии с пунктом 30 части 1 статьи 12 Федерального закона от 04.05.2011 N 99-ФЗ О лицензировании отдельных видов деятельности исполнитель обязан иметь лицензию на осуществление деятельности по сбору, транспортированию, обработке, утилизации, обезвреживанию, размещению отходов I - IV классов опасности (по виду деятельности на сбор отходов IV классов опасности, транспортирование отходов IV классов опасности). 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Заказчиком установлено требование в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ об отсутствии в реестре недобросовестных поставщиков (подрядчиков, исполнителей) информации об участнике закупки, в том числе информации об учредителях, о членах коллегиального исполнительного органа, лице, исполняющем функции единоличного исполнительного органа участника закупки - юридического лица."
13399,Закупка №0335100004117000094 rss,"30 000,00|18 000,00|36 000,00|22 800,00|48 000,00|21 600,00|",|Победитель||||Лучшее предложение о цене контракта после победителя|,"Российская Федерация, 236040, Калининградская обл, Калининград г, ул ПРОФЕССОРА СЕВАСТЬЯНОВА, ДОМ 3/5","51 200,00 Российский рубль",7709827266,44,Оказание.услуг.по.охране.офисных.помещений.для.нужд.Калининградского.филиала.ФГКУ.Росгранстрой,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам закупки установлены в файле ИЗВЕЩЕНИЕ, в том числе: в соответствии с пунктом 30 части 1 статьи 12 Федерального закона от 04.05.2011 N 99-ФЗ О лицензировании отдельных видов деятельности исполнитель обязан иметь лицензию на осуществление деятельности по сбору, транспортированию, обработке, утилизации, обезвреживанию, размещению отходов I - IV классов опасности (по виду деятельности на сбор отходов IV классов опасности, транспортирование отходов IV классов опасности). 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Заказчиком установлено требование в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ об отсутствии в реестре недобросовестных поставщиков (подрядчиков, исполнителей) информации об участнике закупки, в том числе информации об учредителях, о членах коллегиального исполнительного органа, лице, исполняющем функции единоличного исполнительного органа участника закупки - юридического лица."
13400,Закупка №0335100004117000095 rss,"252 000,00|249 960,00|",Лучшее предложение о цене контракта после победителя|Победитель|,"Российская Федерация, 236040, Калининградская обл, Калининград г, ул ПРОФЕССОРА СЕВАСТЬЯНОВА, ДОМ 3/5","302 000,00 Российский рубль",7709827266,44,Оказание.услуг.по.содержанию.в.чистоте.офисных.помещений.для.нужд.Калининградского.филиала.ФГКУ.Росгранстрой.,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам закупки установлены в файле ИЗВЕЩЕНИЕ, в том числе: в соответствии с пунктом 30 части 1 статьи 12 Федерального закона от 04.05.2011 N 99-ФЗ О лицензировании отдельных видов деятельности исполнитель обязан иметь лицензию на осуществление деятельности по сбору, транспортированию, обработке, утилизации, обезвреживанию, размещению отходов I - IV классов опасности (по виду деятельности на сбор отходов IV классов опасности, транспортирование отходов IV классов опасности). 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Заказчиком установлено требование в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ об отсутствии в реестре недобросовестных поставщиков (подрядчиков, исполнителей) информации об участнике закупки, в том числе информации об учредителях, о членах коллегиального исполнительного органа, лице, исполняющем функции единоличного исполнительного органа участника закупки - юридического лица."
13401,Закупка №0335100004117000096 rss,"27 000,00|38 400,00|18 000,00|46 800,00|41 064,00|36 000,00|20 000,00|",||Победитель||||Лучшее предложение о цене контракта после победителя|,"Российская Федерация, 236040, Калининградская обл, Калининград г, ул ПРОФЕССОРА СЕВАСТЬЯНОВА, ДОМ 3/5","54 400,00 Российский рубль",7709827266,44,Оказание.услуг.по.техническому.обслуживанию.пожарной.сигнализации.для.нужд.Калининградского.филиала.ФГКУ.Росгранстрой,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам закупки установлены в файле ИЗВЕЩЕНИЕ, в том числе: в соответствии с пунктом 30 части 1 статьи 12 Федерального закона от 04.05.2011 N 99-ФЗ О лицензировании отдельных видов деятельности исполнитель обязан иметь лицензию на осуществление деятельности по сбору, транспортированию, обработке, утилизации, обезвреживанию, размещению отходов I - IV классов опасности (по виду деятельности на сбор отходов IV классов опасности, транспортирование отходов IV классов опасности). 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Заказчиком установлено требование в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ об отсутствии в реестре недобросовестных поставщиков (подрядчиков, исполнителей) информации об участнике закупки, в том числе информации об учредителях, о членах коллегиального исполнительного органа, лице, исполняющем функции единоличного исполнительного органа участника закупки - юридического лица."
13402,Закупка №0335100004117000097 rss,"192 000,00|191 760,00|",Лучшее предложение о цене контракта после победителя|Победитель|,"Российская Федерация, 236040, Калининградская обл, Калининград г, ул ПРОФЕССОРА СЕВАСТЬЯНОВА, ДОМ 3/5","206 000,00 Российский рубль",7709827266,44,"Оказание.услуг.по.содержанию.(техническому.облуживанию.инженерных.сетей,.оборудования).имущества.офисных.помещений.для.нужд.Калининградского.филиала.ФГКУ.Росгранстрой.",,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам закупки установлены в файле ИЗВЕЩЕНИЕ, в том числе: в соответствии с пунктом 30 части 1 статьи 12 Федерального закона от 04.05.2011 N 99-ФЗ О лицензировании отдельных видов деятельности исполнитель обязан иметь лицензию на осуществление деятельности по сбору, транспортированию, обработке, утилизации, обезвреживанию, размещению отходов I - IV классов опасности (по виду деятельности на сбор отходов IV классов опасности, транспортирование отходов IV классов опасности). 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Заказчиком установлено требование в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ об отсутствии в реестре недобросовестных поставщиков (подрядчиков, исполнителей) информации об участнике закупки, в том числе информации об учредителях, о членах коллегиального исполнительного органа, лице, исполняющем функции единоличного исполнительного органа участника закупки - юридического лица."
13403,Закупка №0335100005617000028 rss,"68 351,43|99 000,00|60 000,00|100 000,00|77 777,77|130 000,00|153 310,00|",Лучшее предложение о цене контракта после победителя||Победитель|||||,"Российская Федерация, 236006, Калининградская обл, Калининград г, наб ПЕТРА ВЕЛИКОГО, 1","156 000,00 Российский рубль",3906027695,44,71.20.13.000.-.оказание.услуг.по.испытаниям.и.замерам.сопротивления.изоляции. электроустановок.объектов.Музея.Мирового.океана,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам закупки установлены в файле ИЗВЕЩЕНИЕ, в том числе: в соответствии с пунктом 30 части 1 статьи 12 Федерального закона от 04.05.2011 N 99-ФЗ О лицензировании отдельных видов деятельности исполнитель обязан иметь лицензию на осуществление деятельности по сбору, транспортированию, обработке, утилизации, обезвреживанию, размещению отходов I - IV классов опасности (по виду деятельности на сбор отходов IV классов опасности, транспортирование отходов IV классов опасности). 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Заказчиком установлено требование в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ об отсутствии в реестре недобросовестных поставщиков (подрядчиков, исполнителей) информации об участнике закупки, в том числе информации об учредителях, о членах коллегиального исполнительного органа, лице, исполняющем функции единоличного исполнительного органа участника закупки - юридического лица."
13406,Закупка №0335100008517000217 rss,"101 050,00|106 300,00|55 000,00|98 500,00|",||Победитель|Лучшее предложение о цене контракта после победителя|,"Российская Федерация, 238560, Калининградская обл, Светлогорский р-н, Светлогорск г, ПР-КТ КАЛИНИНГРАДСКИЙ, 77 Б","121 165,00 Российский рубль",3912006950,44,Поставка.календарей.печатных,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам закупки установлены в файле ИЗВЕЩЕНИЕ, в том числе: в соответствии с пунктом 30 части 1 статьи 12 Федерального закона от 04.05.2011 N 99-ФЗ О лицензировании отдельных видов деятельности исполнитель обязан иметь лицензию на осуществление деятельности по сбору, транспортированию, обработке, утилизации, обезвреживанию, размещению отходов I - IV классов опасности (по виду деятельности на сбор отходов IV классов опасности, транспортирование отходов IV классов опасности). 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Заказчиком установлено требование в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ об отсутствии в реестре недобросовестных поставщиков (подрядчиков, исполнителей) информации об участнике закупки, в том числе информации об учредителях, о членах коллегиального исполнительного органа, лице, исполняющем функции единоличного исполнительного органа участника закупки - юридического лица."
13408,Закупка №0335100010017000018 rss,"350 000,00|334 524,30|",Лучшее предложение о цене контракта после победителя|Победитель|,"Российская Федерация, 236023, Калининградская обл, Калининград г, ПР-КТ СОВЕТСКИЙ, 109","350 000,00 Российский рубль",3903012771,44,Строительные.материалы.на.капитальный.ремонт.здания,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам закупки установлены в файле ИЗВЕЩЕНИЕ, в том числе: в соответствии с пунктом 30 части 1 статьи 12 Федерального закона от 04.05.2011 N 99-ФЗ О лицензировании отдельных видов деятельности исполнитель обязан иметь лицензию на осуществление деятельности по сбору, транспортированию, обработке, утилизации, обезвреживанию, размещению отходов I - IV классов опасности (по виду деятельности на сбор отходов IV классов опасности, транспортирование отходов IV классов опасности). 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Заказчиком установлено требование в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ об отсутствии в реестре недобросовестных поставщиков (подрядчиков, исполнителей) информации об участнике закупки, в том числе информации об учредителях, о членах коллегиального исполнительного органа, лице, исполняющем функции единоличного исполнительного органа участника закупки - юридического лица."
13410,Закупка №0335100010817000288 rss,"265 324,65|307 276,42|292 787,20|",Победитель||Лучшее предложение о цене контракта после победителя|,"Российская Федерация, 236022, Калининградская обл, Калининград г, ПР-КТ СОВЕТСКИЙ, 7","328 097,55 Российский рубль",3904020768,44,Поставка.канцелярских.принадлежностей,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам закупки установлены в файле ИЗВЕЩЕНИЕ, в том числе: в соответствии с пунктом 30 части 1 статьи 12 Федерального закона от 04.05.2011 N 99-ФЗ О лицензировании отдельных видов деятельности исполнитель обязан иметь лицензию на осуществление деятельности по сбору, транспортированию, обработке, утилизации, обезвреживанию, размещению отходов I - IV классов опасности (по виду деятельности на сбор отходов IV классов опасности, транспортирование отходов IV классов опасности). 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Заказчиком установлено требование в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ об отсутствии в реестре недобросовестных поставщиков (подрядчиков, исполнителей) информации об участнике закупки, в том числе информации об учредителях, о членах коллегиального исполнительного органа, лице, исполняющем функции единоличного исполнительного органа участника закупки - юридического лица."
13411,Закупка №0335100010817000289 rss,"237 211,45|231 652,28|242 737,92|206 222,00|",|Лучшее предложение о цене контракта после победителя||Победитель|,"Российская Федерация, 236022, Калининградская обл, Калининград г, ПР-КТ СОВЕТСКИЙ, 7","348 510,45 Российский рубль",3904020768,44,Поставка.канцелярских.принадлежностей,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам закупки установлены в файле ИЗВЕЩЕНИЕ, в том числе: в соответствии с пунктом 30 части 1 статьи 12 Федерального закона от 04.05.2011 N 99-ФЗ О лицензировании отдельных видов деятельности исполнитель обязан иметь лицензию на осуществление деятельности по сбору, транспортированию, обработке, утилизации, обезвреживанию, размещению отходов I - IV классов опасности (по виду деятельности на сбор отходов IV классов опасности, транспортирование отходов IV классов опасности). 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Заказчиком установлено требование в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ об отсутствии в реестре недобросовестных поставщиков (подрядчиков, исполнителей) информации об участнике закупки, в том числе информации об учредителях, о членах коллегиального исполнительного органа, лице, исполняющем функции единоличного исполнительного органа участника закупки - юридического лица."
13412,Закупка №0335100016517000120 rss,"199 000,00|222 950,00|232 000,00|",Победитель|Лучшее предложение о цене контракта после победителя||,"Российская Федерация, 236022, Калининградская обл, Калининград г, УЛ Д.ДОНСКОГО, ДОМ 5","306 900,00 Российский рубль",3906900630,44,на.право.заключения.контракта.на.поставку.оригинальных.картриджей.к.принтерам.и.многофункциональным.устройствам,,"1 Единые требования к участникам (в соответствии с частью 1 Статьи 31 Федерального закона № 44-ФЗ) Единые требования к участникам закупки установлены в файле ИЗВЕЩЕНИЕ, в том числе: в соответствии с пунктом 30 части 1 статьи 12 Федерального закона от 04.05.2011 N 99-ФЗ О лицензировании отдельных видов деятельности исполнитель обязан иметь лицензию на осуществление деятельности по сбору, транспортированию, обработке, утилизации, обезвреживанию, размещению отходов I - IV классов опасности (по виду деятельности на сбор отходов IV классов опасности, транспортирование отходов IV классов опасности). 2 Требования к участникам закупок в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ Заказчиком установлено требование в соответствии с частью 1.1 статьи 31 Федерального закона № 44-ФЗ об отсутствии в реестре недобросовестных поставщиков (подрядчиков, исполнителей) информации об участнике закупки, в том числе информации об учредителях, о членах коллегиального исполнительного органа, лице, исполняющем функции единоличного исполнительного органа участника закупки - юридического лица."
